employee_id,training_date,training_program_name,training_type,training_outcome,location,trainer,training_duration_days,training_cost
2876,2023-07-05,Project Management,External,Failed,Joshuaberg,Alejandro Newman,1,429.89
2877,2022-12-10,Customer Service,Internal,Failed,Ponceville,Theresa Mcclure,4,664.5
2878,2022-12-01,Project Management,Internal,Incomplete,West Luishaven,Roy Stone,5,925.8
2879,2023-06-15,Customer Service,External,Failed,Georgeburgh,Jessica Golden,3,118.94
2880,2023-02-15,Project Management,Internal,Failed,New Matthew,Ryan Gray,4,932.34
2881,2023-05-18,Leadership Development,External,Incomplete,Mooneyborough,Alexandra Andrews,1,624.59
2882,2023-04-21,Leadership Development,Internal,Failed,North Russellmouth,Kevin Vasquez,4,835.35
2883,2023-05-11,Customer Service,External,Completed,East Michelle,Troy Turner,4,597.63
2884,2023-05-01,Technical Skills,External,Passed,Emilyfort,Brooke White,4,974.28
2885,2022-12-29,Communication Skills,External,Passed,Lake Joshua,Michael Johnson,1,176.13
2886,2023-07-09,Technical Skills,External,Incomplete,West Kennethburgh,Christopher Mueller,4,263.04
2887,2023-04-15,Communication Skills,Internal,Completed,Vanessamouth,Melissa Shah,5,411.52
2888,2023-03-17,Customer Service,External,Completed,North Steven,Matthew Cox,4,119.5
2889,2022-10-13,Customer Service,Internal,Passed,Brownhaven,Robert Yates,2,817.04
2890,2022-10-10,Technical Skills,Internal,Completed,Jeffport,John Williams DDS,5,838.84
2891,2022-12-31,Technical Skills,External,Incomplete,Mcguireside,Anthony Obrien,4,767.51
2892,2022-08-10,Technical Skills,External,Passed,Port Jasmine,Steven Terrell,5,990.52
2893,2023-06-05,Leadership Development,Internal,Completed,South Nicholasbury,Dustin Smith,5,205.24
2894,2023-06-30,Customer Service,Internal,Completed,Christophermouth,Julie Williams,5,203.06
2895,2022-11-15,Project Management,External,Incomplete,Belltown,Nathan Hill,4,555.6
2896,2023-07-01,Technical Skills,Internal,Passed,Mitchelltown,Erin Day,5,794.92
2897,2022-11-26,Leadership Development,Internal,Passed,Andrewston,John Gallagher,2,926.17
2898,2023-06-22,Leadership Development,Internal,Completed,New Gabrielstad,Erik Marsh,1,832.37
2899,2023-03-26,Leadership Development,Internal,Completed,Kyleberg,Michael Wilcox,5,128.8
2900,2023-01-16,Customer Service,External,Passed,Joelberg,Erin Everett,4,255.02
2901,2023-07-13,Leadership Development,Internal,Incomplete,Rhondaview,Tracy Russell,4,674.34
2902,2023-03-31,Project Management,External,Incomplete,Port Scott,Kevin Deleon,2,778.36
2903,2023-06-22,Customer Service,External,Failed,New Patriciabury,Sandra Andrade,2,906.63
2904,2023-05-06,Technical Skills,External,Failed,Rachaelstad,Kristi Hampton,4,986.01
2905,2022-10-14,Leadership Development,External,Passed,Johnsonberg,Jessica Caldwell,5,846.88
2906,2022-12-06,Technical Skills,External,Incomplete,Reedside,Scott Williams,1,998.74
2907,2023-02-12,Communication Skills,External,Completed,Elizabethbury,Tiffany Cox,4,510.69
2908,2022-11-28,Leadership Development,External,Passed,North Jeanfurt,Crystal Elliott,1,100.55
2909,2023-05-12,Technical Skills,Internal,Passed,Lake Elizabeth,Heather Baker,4,818.39
2910,2022-09-19,Technical Skills,Internal,Incomplete,New Nathanstad,Andrea Gould,1,763.78
2911,2023-03-28,Technical Skills,Internal,Passed,Biancaside,Angelica Franco,1,292.36
2912,2023-01-11,Communication Skills,Internal,Completed,South Joshua,Andrew Garcia,2,990.45
2913,2022-12-01,Communication Skills,External,Completed,Donovanstad,Jennifer Bray,3,989.75
2914,2022-10-15,Communication Skills,Internal,Failed,Port Robertotown,Justin Long,1,194.13
2915,2023-03-25,Technical Skills,Internal,Incomplete,North Margaretshire,Peter Stokes,2,993.79
2916,2022-10-09,Technical Skills,Internal,Incomplete,South Nathan,Sylvia Obrien,2,932.4
2917,2022-10-15,Customer Service,External,Passed,Johnsonview,Cameron Martin,3,636.37
2918,2022-08-28,Project Management,External,Failed,East Amberside,Brandy Greene,1,333.03
2919,2023-04-23,Technical Skills,Internal,Failed,Port Cindymouth,Jay Lopez,1,195.63
2920,2022-09-27,Technical Skills,External,Completed,Shawnchester,Cassandra Mendoza,2,140.27
2921,2023-01-11,Customer Service,External,Incomplete,Lynchfort,Beth Fields,1,465.54
2922,2023-05-19,Technical Skills,External,Incomplete,West Heathertown,Donna Joseph,1,713.3
2923,2022-10-15,Technical Skills,Internal,Failed,Castilloshire,Jason Clayton,4,632.73
2924,2022-10-31,Technical Skills,External,Failed,Bishophaven,Natalie Thomas,1,244.84
2925,2023-04-14,Communication Skills,External,Failed,New John,Katie Bullock,4,689.93
2926,2023-03-17,Technical Skills,Internal,Failed,Hudsonfort,Mrs. Jessica Alvarado MD,3,459.59
2927,2022-10-15,Technical Skills,External,Failed,Wolfetown,Kevin Turner,4,597.54
2928,2023-06-21,Communication Skills,External,Incomplete,Selenamouth,Steven Dominguez,2,175.63
2929,2022-09-23,Project Management,Internal,Passed,East Christine,Charles Brandt,5,120.14
2930,2023-02-23,Technical Skills,External,Failed,Schmittborough,Ricardo Reed,5,871.29
2931,2023-07-23,Leadership Development,External,Passed,Ericside,Kathleen Lee,1,485.84
2932,2023-05-17,Communication Skills,External,Completed,Simpsonland,Alex Scott,2,275.36
2933,2023-07-02,Communication Skills,External,Incomplete,Bakerview,Angel Burgess,3,933.67
2934,2023-03-14,Technical Skills,Internal,Passed,West Marissa,Jennifer Castro,4,927.08
2935,2023-07-25,Communication Skills,External,Passed,South Robin,April Brown,4,395.52
2936,2022-12-23,Leadership Development,Internal,Completed,South Jeff,Christopher Young,3,123.26
2937,2023-07-25,Leadership Development,Internal,Completed,Port Ethan,Tracey Taylor,3,198.45
2938,2023-05-18,Communication Skills,Internal,Passed,Stephenstad,Jordan Green,2,478.07
2939,2022-09-06,Project Management,External,Completed,New Randyborough,Brandon Collins,3,285.5
2940,2023-06-14,Communication Skills,External,Passed,Smithburgh,Justin Clements,2,490.26
2941,2022-11-11,Customer Service,Internal,Completed,Mahoneyberg,Lisa Thomas DDS,3,828.68
2942,2023-02-20,Technical Skills,External,Incomplete,South Julie,Henry Fowler,2,858.29
2943,2023-04-04,Communication Skills,External,Completed,North John,Tiffany Rubio,3,494.19
2944,2023-02-17,Communication Skills,Internal,Passed,Charlesshire,Richard Clark,4,502.56
2945,2023-07-01,Communication Skills,External,Failed,New Ronaldmouth,William Atkinson,5,826.82
2946,2023-07-12,Leadership Development,Internal,Failed,Donnaland,Jimmy Collins,4,655.83
2947,2022-08-13,Project Management,External,Incomplete,New William,Collin Turner,1,543.81
2948,2022-11-01,Technical Skills,Internal,Failed,Changmouth,Amber Vazquez,1,482.47
2949,2023-03-09,Communication Skills,Internal,Passed,North Lauramouth,David Velazquez,3,310.41
2950,2023-03-19,Technical Skills,Internal,Completed,New Jennifer,Danny Clark,2,331.52
2951,2022-09-07,Leadership Development,External,Passed,West Linda,Patrick Cruz,3,973.96
2952,2023-05-08,Communication Skills,Internal,Completed,Laceymouth,Austin Reeves,3,149.09
2953,2022-12-11,Leadership Development,External,Incomplete,Andrewville,David Russell,4,925.16
2954,2022-10-23,Project Management,External,Passed,South Brian,Hannah Mitchell,2,833.13
2955,2023-06-04,Project Management,External,Failed,East Jimmy,Robin Banks,5,191.49
2956,2022-10-13,Customer Service,External,Passed,New Colin,Veronica Ross,3,474.15
2957,2022-08-30,Project Management,External,Failed,West Ashley,John King,1,550.42
2958,2023-02-09,Technical Skills,External,Incomplete,North Allisonland,Rebecca Mack,1,681.23
2959,2023-07-06,Customer Service,Internal,Incomplete,Carolburgh,Mercedes Garcia,5,657.64
2960,2022-12-16,Project Management,Internal,Incomplete,Evansborough,Katherine Vasquez,4,449.66
2961,2023-01-19,Leadership Development,External,Passed,North Josephbury,Neil Miller,5,587.25
2962,2022-08-28,Customer Service,Internal,Failed,Port Joshua,Anita Ray,2,198.55
2963,2023-06-08,Customer Service,External,Completed,Victoriaville,Jonathan Anderson,5,629.24
2964,2022-10-14,Communication Skills,Internal,Incomplete,Masonstad,Justin Bonilla,2,614.06
2965,2023-03-07,Project Management,External,Completed,Lake Anna,Lisa Ross,3,426.26
2966,2022-10-17,Project Management,Internal,Passed,Christopherbury,Linda White,5,197.73
2967,2023-07-21,Customer Service,External,Incomplete,Emilymouth,Michael Larson,3,145.68
2968,2022-11-20,Customer Service,Internal,Failed,Brownburgh,Eric Charles,3,764.74
2969,2022-10-18,Customer Service,Internal,Passed,Elizabethtown,Samuel Miller,3,405.4
2970,2023-01-16,Leadership Development,External,Failed,Morrisonshire,Mark Williams,4,689.49
2971,2023-04-12,Project Management,Internal,Incomplete,Port Ryanmouth,John Russell,2,141.14
2972,2023-03-01,Leadership Development,Internal,Passed,East Shaneton,Jasmine George,1,788.69
2973,2023-07-13,Technical Skills,Internal,Failed,Fullershire,Charles Jones,5,458.81
2974,2023-04-27,Project Management,Internal,Passed,Jefferyland,Scott Howard,5,140.91
2975,2023-07-12,Leadership Development,External,Completed,West Scottshire,Heather Cruz,5,551.76
2976,2023-06-09,Communication Skills,Internal,Passed,Port Richard,Tiffany Kelley,5,720.1
2977,2023-04-01,Project Management,Internal,Passed,Burnston,Ashley Holmes,4,640.05
2978,2022-11-02,Communication Skills,Internal,Failed,Davidland,Katie Chandler,1,470.62
2979,2023-06-10,Leadership Development,External,Failed,West Kellyview,Jonathan Lozano,4,257.87
2980,2023-02-17,Customer Service,External,Passed,South Brandonville,Harry Hernandez,4,970.09
2981,2023-06-25,Communication Skills,External,Completed,Alyssaside,Megan Reynolds,2,197.96
2982,2022-10-31,Project Management,External,Failed,East Morgan,Sarah Harris,2,166.78
2983,2023-06-25,Project Management,External,Passed,West Bradleyborough,Amy Davis,4,267.6
2984,2023-05-24,Project Management,Internal,Incomplete,Lake Laurenville,Jessica Hudson,1,671.21
2985,2022-10-25,Customer Service,Internal,Failed,West Andrew,Melissa Jackson,4,813.43
2986,2023-02-20,Communication Skills,Internal,Completed,East Rachelville,Rebecca Perez,1,501.89
2987,2023-01-20,Leadership Development,External,Failed,Port Sabrinafurt,Ashley Allen,4,133.4
2988,2023-01-03,Customer Service,Internal,Failed,Port Melissa,Mrs. Kristi Thornton,4,312.8
2989,2022-11-24,Communication Skills,External,Failed,West Stephanie,Ashley Jones,3,272.76
2990,2023-05-14,Project Management,External,Passed,Lake Davidton,Logan Smith,3,494.03
2991,2022-12-02,Project Management,Internal,Completed,West Sierrafurt,Daniel Ramos,3,722.92
2992,2023-02-03,Leadership Development,Internal,Passed,Davisbury,Dennis Robbins,1,125.34
2993,2022-11-03,Communication Skills,Internal,Incomplete,Judithborough,Matthew Kemp,3,559.24
2994,2022-12-14,Project Management,External,Incomplete,New Brandiport,Sabrina Delgado,1,936.24
2995,2023-07-03,Technical Skills,Internal,Passed,Wardchester,Susan Luna,1,440.35
2996,2022-09-30,Technical Skills,Internal,Passed,Dunnchester,Ashley Gray,2,727.12
2997,2023-02-16,Communication Skills,External,Completed,Morenohaven,Martin Ingram,4,433.14
2998,2022-10-17,Customer Service,External,Failed,West Amanda,Sandra Bennett,1,764.14
2999,2023-06-14,Customer Service,Internal,Passed,Raymondshire,Makayla Hart,5,800.21
3000,2023-05-11,Technical Skills,External,Incomplete,Michaelbury,Donald Crane,2,172.72
3001,2022-12-26,Communication Skills,Internal,Passed,Alexanderchester,Mrs. Elizabeth Salazar,5,346.93
3002,2023-02-05,Leadership Development,Internal,Passed,North Rachel,Arthur Parker MD,4,247.81
3003,2022-11-16,Technical Skills,Internal,Passed,Danielleborough,Brandon Cook,4,144.84
3004,2023-03-07,Technical Skills,Internal,Incomplete,Christopherchester,Brandi Perez,1,183.63
3005,2023-03-21,Communication Skills,Internal,Passed,Scottburgh,Terry Green,5,997.4
3006,2023-05-13,Communication Skills,External,Passed,Port Jaredfort,Shannon Turner,3,415.18
3007,2023-07-19,Customer Service,External,Incomplete,Thomaschester,Robert Gardner,5,147.35
3008,2023-03-15,Leadership Development,Internal,Incomplete,Nguyenmouth,Tamara Perez,3,967.08
3009,2022-11-20,Leadership Development,Internal,Incomplete,East William,William Hensley,4,637.86
3010,2022-09-11,Project Management,External,Failed,South Andrew,Kevin Lyons,3,299.13
3011,2022-10-11,Leadership Development,External,Incomplete,Lynnburgh,Maurice Cole,3,935.75
3012,2022-09-22,Technical Skills,External,Failed,South Jameshaven,Gregg Foster,3,494.02
3013,2023-05-23,Leadership Development,Internal,Incomplete,New Gregory,Matthew Sanders,4,776.3
3014,2023-02-01,Leadership Development,Internal,Completed,Lake Jeffreyborough,Rebecca Robbins,3,326.37
3015,2022-11-18,Customer Service,External,Completed,Bryanburgh,Diane Duran,1,108.95
3016,2023-01-26,Communication Skills,Internal,Completed,Walterland,Mr. James Barnes,4,550.9
3017,2022-08-19,Technical Skills,Internal,Incomplete,West Elizabethborough,Stephen Freeman,4,795.89
3018,2023-04-02,Communication Skills,External,Passed,Juanton,Jenna Waters,1,980.49
3019,2022-11-18,Technical Skills,External,Failed,Port Thomaston,Stephanie Dixon,1,155.46
3020,2023-06-19,Project Management,External,Completed,South Mariamouth,Justin Stanton,2,367.74
3021,2023-08-04,Customer Service,External,Passed,Coreyborough,Rachel Roach,3,115.55
3022,2022-12-15,Communication Skills,External,Completed,New Kevin,Charles Garcia,3,848.52
3023,2023-05-04,Project Management,Internal,Passed,South Gregborough,Kevin Brown,5,321.61
3024,2022-12-21,Technical Skills,External,Passed,South Javierview,Emily Henderson,4,957.12
3025,2022-08-27,Communication Skills,External,Incomplete,Kingberg,Leah Woods,3,177.63
3026,2022-11-02,Customer Service,External,Passed,Keithland,Debbie Adkins,3,864.03
3027,2023-07-05,Communication Skills,External,Incomplete,New Kelseyland,Matthew Ramirez,4,707.06
3028,2022-10-20,Communication Skills,Internal,Completed,Nguyenstad,Benjamin Mathews,4,690.29
3029,2023-07-03,Project Management,External,Incomplete,Bridgesside,Brian Murphy,1,721.83
3030,2022-12-24,Technical Skills,Internal,Passed,Port Codyburgh,Miranda Kennedy,2,287.34
3031,2022-12-31,Technical Skills,External,Incomplete,Jacksonborough,Heidi Cole,2,783.36
3032,2022-10-28,Technical Skills,External,Passed,North Justinbury,Kari Sanchez,1,709.78
3033,2023-01-08,Customer Service,Internal,Incomplete,Ramirezburgh,Justin Arellano,4,714.64
3034,2022-11-25,Leadership Development,Internal,Passed,Lake Angela,Deborah White,2,947.76
3035,2023-05-09,Customer Service,Internal,Completed,Port Brett,Frank Mitchell,1,498.19
3036,2023-06-19,Technical Skills,Internal,Failed,West Walter,Carlos Leonard,3,516.4
3037,2023-05-01,Leadership Development,Internal,Failed,Lake Roberthaven,Marc Burns,5,374.69
3038,2022-08-17,Customer Service,Internal,Incomplete,Edwardsside,Diane Freeman,5,244.22
3039,2023-01-05,Leadership Development,Internal,Completed,New Brendamouth,Alice Mcbride,2,130.81
3040,2022-12-30,Technical Skills,Internal,Passed,Thorntonton,Ethan Brown,5,321.03
3041,2023-07-28,Project Management,Internal,Completed,Stewartville,William Peterson,4,354.82
3042,2023-02-03,Technical Skills,Internal,Incomplete,New Kimberlyview,Jerome Moss,2,513.54
3043,2023-02-21,Customer Service,External,Completed,New David,Michelle Davila,5,658.12
3044,2022-12-20,Leadership Development,Internal,Passed,Courtneyshire,Breanna Williams,2,643.75
3045,2023-03-03,Communication Skills,External,Incomplete,Troyshire,Christopher Smith,2,290.75
3046,2023-01-14,Communication Skills,Internal,Passed,Lake Jerry,Stephanie Black,2,767.56
3047,2023-06-13,Customer Service,External,Passed,Leslieview,Mckenzie Myers,1,507.74
3048,2023-01-08,Customer Service,Internal,Completed,Smithmouth,Scott Brooks,2,919.75
3049,2023-01-20,Project Management,External,Incomplete,Martinberg,Margaret Fitzgerald,4,510.95
3050,2022-11-06,Project Management,External,Completed,Mooreburgh,Renee Bell,2,826.19
3051,2023-05-02,Leadership Development,External,Incomplete,Danielmouth,Timothy Richard,1,992.48
3052,2022-10-01,Technical Skills,External,Incomplete,Derekbury,Amanda Bradshaw,3,824.73
3053,2023-07-04,Communication Skills,External,Failed,Lake Katrinastad,Rebecca Terry,2,588.35
3054,2023-06-07,Leadership Development,External,Incomplete,Port Jason,Marissa Harris,5,144.66
3055,2023-04-05,Technical Skills,Internal,Failed,North Janice,Terri Christensen,3,833.23
3056,2023-06-20,Communication Skills,External,Passed,Terryton,Anthony Stanton,1,535.51
3057,2023-05-28,Leadership Development,Internal,Completed,Johnsonville,Melissa Villegas,4,961.84
3058,2023-03-17,Leadership Development,Internal,Completed,South Kevinside,Tyler Farmer,1,193.58
3059,2023-07-10,Communication Skills,External,Completed,West William,Joseph Powell,1,164.35
3060,2022-08-30,Customer Service,Internal,Failed,Farrellview,John Richards,3,165.67
3061,2022-09-10,Technical Skills,External,Incomplete,Baileyton,Janet Brady,5,602.56
3062,2023-07-26,Leadership Development,Internal,Passed,North John,Lindsay Butler,1,312.91
3063,2022-09-28,Project Management,External,Failed,Bellmouth,Charlotte Goodwin,3,767.52
3064,2023-07-31,Project Management,Internal,Incomplete,Andersonfort,Nancy Jones,5,166.35
3065,2023-06-11,Project Management,Internal,Incomplete,Port James,Evelyn Hill,1,997.24
3066,2022-10-18,Communication Skills,External,Failed,Mitchellbury,Jeffery Phillips,3,258.73
3067,2022-09-01,Communication Skills,External,Completed,Jonesshire,Joseph Smith,1,483.26
3068,2022-11-18,Customer Service,External,Completed,East Jeanetteberg,Nancy Lowe,3,261.81
3069,2023-05-10,Technical Skills,External,Incomplete,North Ashley,Jason Smith,1,767.33
3070,2022-12-05,Communication Skills,External,Failed,West Steve,Robert Kennedy,5,848.76
3071,2023-05-30,Project Management,External,Incomplete,New John,Brenda Smith,4,647.01
